dri_field_,area_m2,annual_et_ensemble_mm,annual_et_ssebop_mm,annual_et_eemetric_mm,annual_et_sims_mm,annual_et_pt_jpl_mm,annual_et_geesebal_mm,annual_et_disalexi_mm,annual_gridmet_precip_mm,annual_gridmet_precip_eff_mm,annual_tmmx_K,annual_tmmn_K,annual_eto_mm,annual_etr_mm,annual_vpd_kPa,annual_vs_mps,annual_rmax,annual_rmin,annual_daymet_precip_mm,annual_daymet_precip_eff_mm,annual_ndvi,YEAR,eff_factor,HSG,soil_depth_mm,ksat_mean_micromps,elevation_m,annual_et_ensemble_m3,annual_et_ssebop_m3,annual_et_eemetric_m3,annual_et_pt_jpl_m3,annual_et_sims_m3,annual_et_geesebal_m3,annual_et_disalexi_m3,annual_gridmet_precip_eff_m3,count_et,pumping_m3,count_pump,year,dri_field_id,all_app,meter_change,pumping_mm,annual_net_et_ensemble_mm,pumping_net_et_ensemble_factor_annual,annual_net_et_ssebop_mm,pumping_net_et_ssebop_factor_annual,annual_net_et_eemetric_mm,pumping_net_et_eemetric_factor_annual,annual_net_et_pt_jpl_mm,pumping_net_et_pt_jpl_factor_annual,annual_net_et_sims_mm,pumping_net_et_sims_factor_annual,annual_net_et_geesebal_mm,pumping_net_et_geesebal_factor_annual,annual_net_et_disalexi_mm,pumping_net_et_disalexi_factor_annual
31,533815.2813887175,857.7121125274547,805.514296728771,884.7056705031373,937.2969777877048,786.9597906088475,817.0391238846929,917.8941986273932,330.70000022649765,292.66644698976467,288.79998779296875,271.0857238769531,1194.800001651049,1633.3999989181757,319.46999879553914,3.162191867828369,93.3000030517578,25.200000762939453,0.0,362.17786132354576,0.8474350197805942,2019,0.8849907674306511,1,1609.637599931988,153.8344728408342,1791.7230015270438,457859.8326993545,429995.84097090375,472269.4064458262,420091.1620654681,500343.4499425381,436147.96982209856,489985.9499253532,156229.82175287738,1,301336.87761508505,2.0,2019,31,22922_36321_36322,1,564.4965367629769,565.04566553769,1.0,512.8478497390063,1.1,592.0392235133726,1.0,494.29334361908286,1.1,644.6305307979402,0.9,524.3726768949283,1.1,625.2277516376286,0.9
68185,969341.554489796,1726.2689093410622,1593.9448298172783,1814.7282707827367,1926.411908163213,1567.870723086546,1764.0700504722145,1695.271462048066,684.999997138977,606.218673158017,577.0999755859375,542.1749877929688,2369.200000911951,3223.199996381998,637.5799976699054,6.186301231384277,185.3333282470703,51.2571449279785,0.0,731.5653268052496,1.6798855498402185,4038,1.7699815348613022,1,3124.50597545014,313.8350213352022,3572.924103651294,836794.8143127862,772579.4985661632,879759.3781237836,760017.3157150097,933982.9747888243,854998.6187948841,821701.9007700458,293816.47549986694,2,695845.8493748629,2.0,2019,68_185,23272_28641,0,717.8541414549333,560.1517197915971,1.3,493.9053946968041,1.5,604.4751717389464,1.2,480.9458936902001,1.5,660.4137585186917,1.1,578.9312762830951,1.2,544.5814458537542,1.3
165166,1080329.3771531973,1748.1997919497476,1611.576304771003,1803.0797542732103,1883.8594325274535,1655.3766277986128,1646.6991101087551,1808.6197844930348,687.800000667572,608.6966504295968,577.5999755859375,542.2000122070312,2402.799997597933,3289.199997216463,646.7599992230535,6.2865753173828125,182.3333282470703,49.53333282470704,0.0,724.7022990079867,1.7092489206004322,4038,1.7699815348613022,1,3159.6400418442013,279.60133072698676,3588.2847145628425,943974.384376145,870173.8680444872,973765.4827153361,893870.1384698211,1017637.2275623538,888809.0868097882,976576.864328031,328796.4366169219,2,584311.5071030415,2.0,2019,165_166,24127_24128,1,540.8642210978056,569.4355450930102,0.9,501.12256768779383,1.1,597.011485328658,0.9,523.0568693243711,1.0,637.6210862289179,0.8,518.3721391235047,1.0,599.6138227936477,0.9
161191,993254.2394434838,1808.422288548531,1648.8290770055858,1911.0243863188853,1959.2641758698737,1690.8932128600118,1645.8513173701635,1845.3722407699183,674.9986639700687,597.3675856415387,577.9368528716781,541.8630937985752,2421.665124635587,3319.9232003509264,648.8621131404063,6.371486978286672,181.90662866990172,49.4973992818303,0.0,726.1905113318753,1.6746039838305165,4038,1.7699815348613022,1,3080.0892516299073,295.04328913396324,3588.783942609915,898087.3298227752,818822.3884941551,949028.6230357061,839713.8679347641,973010.9727430935,817315.0026557515,916385.478369006,296668.893421646,2,666806.4846757512,2.0,2019,161_191,24129_24130,0,671.3351508566026,605.5030147549146,1.1,525.6997396407486,1.3,656.7902795759268,1.0,546.7331051286366,1.2,680.9355072074993,1.0,524.1821162785285,1.3,623.9254365474288,1.1
6148187190,1958137.7103418736,3169.9650065641854,2831.8029256292884,3229.65938047876,3538.9669548936718,3128.963639041997,2799.120106064187,3210.955112089207,1337.6000018119812,1183.7636521188256,1156.199951171875,1083.39990234375,4861.599992334844,6669.599978625774,1299.759997420013,12.82520580291748,363.4000244140625,98.95999908447266,0.0,1459.3780705255886,3.364907698254547,8076,3.5399630697226043,1,6134.621117760804,458.75314282883744,7177.106996850254,1550937.1761538102,1386016.433287431,1579939.8006615369,1530747.9822458134,1731512.7904211106,1369525.5311100932,1571047.898682679,579493.0618364727,4,1304375.2493704017,4.0,2019,6_148_187_190,24262_24263_24264_24265,0,666.1304986270192,496.1061263396699,1.3,411.8828656387739,1.6,510.917456694297,1.3,485.7957207939476,1.4,588.3241625449854,1.1,403.46113815237635,1.7,506.37645739077755,1.3
55,499698.57610676246,839.1909525668547,775.9187975795429,858.0283579499857,944.0572494455616,786.1220855835335,787.8762064328624,826.6170592317867,325.41714539631107,287.9911692393754,288.99061668250874,270.85175631842463,1218.9741929103286,1672.8236562727518,321.55855477570844,3.284235674862765,92.95911392429342,24.988511547279145,0.0,365.76942102172296,0.8398081087600319,2019,0.8849907674306511,1,1520.0,130.5145791218695,1791.4690853291538,419342.5240793349,387725.5183249688,428755.54872683133,392824.08681217016,471744.0633112138,393700.618502899,413059.3674836831,143908.7772002375,1,349295.63291999995,1.0,2019,55,28035_28036,1,699.0126640772569,551.1997833274793,1.3,487.9276283401676,1.4,570.0371887106104,1.2,498.1309163441582,1.4,656.0660802061863,1.1,499.88503719348716,1.4,538.6258899924113,1.3
180181,999514.3900847913,1664.575921626556,1496.1222159420943,1801.1830604646807,1865.2720654851787,1548.8728732015484,1649.5843078175446,1632.6779867230928,692.8551868220338,613.1704435039468,576.8459425968092,541.9082531543839,2356.5379090991564,3198.2275364962925,635.7393042350775,6.119811003547597,184.6689604219113,50.70778293554727,0.0,729.9983190544724,1.6673420843015152,4038,1.7699815348613022,1,3117.715762018265,314.27683615691234,3573.1868267867976,831946.4655743715,747918.5311439087,900299.4541636584,774005.6581457417,932165.3657418515,824156.4170399769,816029.4110307059,306436.0509775573,2,608155.0233278198,2.0,2019,181_180,29278_70249,0,608.4504929200954,525.76573164918,1.2,441.69697259576157,1.4,594.1519292540872,1.0,467.7967739199025,1.3,626.0333227530741,1.0,517.9718983520588,1.2,509.8409438706715,1.2
178,510743.9755984696,774.0212499668546,631.3105772545273,818.9298385172215,895.9562948467051,757.425900882984,770.3708058229253,670.068130352928,349.200001180172,309.03877703122464,288.33331298828125,270.8599853515625,1173.8000005036592,1590.2999974042175,317.2199984509498,3.036438465118408,92.0999984741211,25.15999984741211,0.0,362.451217151184,0.8409104559776702,2019,0.8849907674306511,5,1528.758606007174,35.65205898158898,1785.4036725471267,395326.69040576817,322438.074064342,418263.4814604984,386850.71583822765,457604.27999248076,393462.2480509975,342233.260818288,157839.6935950167,1,125684.56898164704,1.0,2019,178,30927_30928,0,246.0813538414718,464.98247293562997,0.5,322.27180022330253,0.8,509.89106148599683,0.5,448.3871238517594,0.5,586.9175178154803,0.4,461.3320287917006,0.5,361.0293533217034,0.7
143,514288.87599509966,830.8196267156354,714.0014036420814,923.3939960001468,906.5121657648136,802.8004400892842,771.083696116766,756.2140659711768,362.2000008523464,320.5436567177005,289.1000061035156,271.3399963378906,1242.7999994903803,1710.5000007897615,345.56999979540706,3.18027400970459,83.66666412353516,23.28571319580078,0.0,353.6560057166569,0.8422167958460817,2019,0.8849907674306511,1,1520.0,105.6854656830064,1815.8549770985933,427281.2919782524,367202.97933800955,474891.26030353905,412871.3359818893,466209.1228070695,396559.7673740386,388912.48200000066,164852.0369207053,1,318996.17582112673,1.0,2019,143,31455_81004,0,620.2665286195423,510.2759699979349,1.2,393.45774692438096,1.6,602.8503392824463,1.0,482.25678337158354,1.3,585.9685090471132,1.1,450.54003939906545,1.4,435.6704092534763,1.4
4,524721.6388003868,788.4605957270918,640.9539383605878,847.1776434420933,947.778161899594,809.4527009222655,748.1679661060733,661.8703815650107,347.83899411457344,307.83429834376227,288.4675024347206,270.9692018810616,1178.9549221987188,1600.349067061142,320.3385570860892,3.0525833746374893,89.91670200352134,25.274255348693785,0.0,365.0913687173099,0.8577749438719925,2019,0.8849907674306511,3,1521.7953168196927,40.28211634598211,1811.20486950592,413722.3359194489,336322.40093212976,444532.441421985,424737.3477593306,497319.7103311733,392579.9212731311,347297.7112882297,161527.31750590613,1,307611.40979999996,1.0,2019,4,33668_33669,1,586.2373248095086,480.6262973833296,1.2,333.1196400168256,1.8,539.343345098331,1.1,501.6184025785033,1.2,639.9438635558317,0.9,440.33366776231117,1.3,354.0360832212483,1.7
3,462084.5578080055,758.0258328346299,642.7936952159681,835.1405874139006,932.8252479086376,792.4834019783857,693.6065582426868,627.4849450252871,345.100001424551,305.4103151010321,288.5800170898437,271.0833435058594,1190.39999987185,1625.0000054985285,324.08999933488667,3.082465648651123,90.66666412353516,24.86666679382324,0.0,358.0053124595487,0.8593778406807074,2019,0.8849907674306511,1,1528.7095503018927,60.26242455624827,1805.350268665823,350272.03177243506,297025.0404156445,385905.5690426702,366194.34237336623,431044.1421920059,320504.8797583045,289951.1033531904,141125.39040346406,1,304467.26928,1.0,2019,3,33670_33671,1,658.8994679335401,452.6155177335978,1.5,337.38338011493596,2.0,529.7302723128684,1.2,487.0730868773536,1.4,627.4149328076053,1.1,388.19624314165463,1.7,322.07462992425496,2.0
5859,954984.8725352399,1677.8865626167412,1501.3189763185255,1713.926166747202,1905.5963208146445,1635.6377024971814,1609.7015088760577,1590.9257310063208,656.3999971151352,580.9079371884006,577.7333374023438,541.719970703125,2448.5999993383884,3363.4000019133086,649.6999982781708,6.54191780090332,181.6000061035156,49.54999923706056,0.0,732.656677866363,1.6348562223055936,4038,1.7699815348613022,1,3040.0,224.41788756970698,3590.906103894183,803416.8219187136,719483.3522711301,820886.2145170766,781732.5147677696,911331.6755934525,771910.914753122,762210.4245186978,277379.14617528697,2,640047.8271788725,2.0,2019,58_59,34596_48225_48226,0,670.2177653136114,550.8335167099889,1.2,462.94367461776625,1.4,569.1263641683851,1.2,528.1270762473481,1.3,663.8351534670744,1.0,517.8425154159563,1.3,507.68477311719937,1.3
16,532670.3377676263,860.6240041460037,721.4145089830091,930.5002642061626,950.7528452971296,781.840841191773,953.6726739695958,785.8685269490285,348.7000013887882,308.5962818321328,288.29998779296875,270.5857238769531,1173.800000205636,1590.8999976962805,315.9799982942641,3.050684928894043,93.5500030517578,25.13999938964844,0.0,373.1875375496361,0.8394324512723418,2019,0.8849907674306511,5,1520.0,17.197354452400432,1789.1228969659396,458428.8789793788,384276.11017044575,495649.8900275621,416463.4249581468,506437.83923795377,507993.1453631399,418608.8536908859,164380.08567735576,1,282046.8264418691,1.0,2019,16,34939_48437,0,529.4960249220974,552.0277223138709,1.0,412.8182271508764,1.3,621.9039823740297,0.9,473.2445593596403,1.1,642.1565634649968,0.8,645.076392137463,0.8,477.27224511689565,1.1
1792,977699.3701488442,1579.0206753112384,1449.8565361227993,1620.4269950192656,1669.1607971970598,1463.254775685656,1639.3961815526593,1612.5574523716814,659.9935254664114,584.0881766017801,576.5999755859375,541.569016124249,2350.2064778547247,3188.2581124203143,626.3554790827725,6.21705720937916,189.68118422687965,51.42838665083509,0.0,754.5682217563046,1.5696898657360197,4038,1.7699815348613022,1,3161.3481506269727,304.31328487249766,3552.999242680302,771912.7838641702,708766.2041131514,792154.3777221455,715328.4396857182,815986.1431392552,801419.6630518513,788298.7825452023,285531.6638420987,2,533852.0431930415,2.0,2019,92_17,39156_55535,0,546.028830019363,497.4751287279905,1.1,432.88822023749475,1.3,518.1784189990007,1.1,439.6001357535779,1.2,542.5537700984717,1.0,527.655038921846,1.0,514.2348804280837,1.1
230,520340.3719492869,893.9564506725527,855.6293778370052,908.9396680964484,955.9108659892556,816.4699850081205,875.8989297463875,895.851960396452,329.5623534462459,291.6596400926492,289.0260448933185,270.86435886631364,1211.8076876984794,1660.6943475172402,322.89956613531075,3.2165369992191555,92.03945880829204,24.98427709517235,0.0,365.7724052956325,0.8522346654531984,2019,0.8849907674306511,1,1520.0,152.18083473436818,1791.3261935752582,465161.63204942044,445218.50871444424,472958.0049767673,424842.2956845541,497399.0155592142,455765.57489421754,466147.94228418765,151762.28560840426,1,419423.00084230286,1.0,2019,230,39552_39554,0,806.0550813519817,602.2968105799034,1.3,563.9697377443559,1.4,617.2800280037991,1.3,524.8103449154712,1.5,664.2512258966063,1.2,584.2392896537382,1.4,604.1923203038027,1.3
150,515270.5214739154,594.1853816789878,444.34498333210655,636.4233013996826,788.201171700385,659.1858391259083,536.4697664391704,517.4607699830696,346.42292397259536,306.5810893420812,288.4231223057575,270.9542851349125,1178.2764814025743,1599.1286128755023,317.8707462992192,3.059945026220314,92.33487513772052,25.354218030479085,0.0,363.89432053956057,0.5208592606498056,2019,0.8849907674306511,1,1547.306681554559,157.5548266410932,1787.9672270763017,306166.21146990947,228957.87127585278,327930.1663903652,339659.03107462724,406136.82876840845,276427.0563081009,266632.28079147,157972.19777933523,1,170499.23524854126,1.0,2019,150,40010_40013,0,330.8926634514885,287.60429233690655,1.2,137.76389399002534,2.4,329.8422120576013,1.0,352.60474978382706,0.9,481.6200823583037,0.7,229.8886770970891,1.4,210.87968064098834,1.6
183,502103.8052519566,792.4236658307047,673.6423698190553,828.6217350268322,924.193568052829,792.0269665345313,746.5737399886747,762.4039209341214,342.4999985694885,303.1093365790085,288.54998779296875,271.0874938964844,1184.6000004559755,1611.599998190999,318.7899988349527,3.0931506156921387,92.66666412353516,25.62857246398925,0.0,364.9074928433412,0.8192720063711626,2019,0.8849907674306511,1,1561.1365492161858,156.99015438703918,1788.0257484803865,397878.9379853017,338238.39726509346,416054.12627145095,397679.7537591523,464041.1073087086,374857.51574949845,382805.90984003426,152192.35130371628,1,260226.6098014784,1.0,2019,183,40011_40014,0,518.272530659066,489.31432925169617,1.1,370.53303324004673,1.4,525.5123984478237,1.0,488.91762995552284,1.1,621.0842314738204,0.8,443.4644034096662,1.2,459.29458435511293,1.1
171,489245.8583760368,739.8757619417047,610.8063282721938,764.2794525102519,834.8229311577535,753.0971628061617,657.8159148841847,737.434040784662,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,0.0,357.48435064428486,0.7515182332888909,2019,0.8849907674306511,1,1550.3790340307817,154.80883450756752,1797.6839075364865,361981.1522427936,298834.4663770448,373920.55678254564,368449.6678576585,408433.6615462742,321833.7119309309,360786.5502794013,148901.15761502326,1,240050.7735903832,1.0,2019,171,42367_42368_42369_42370_56652,0,490.654687169327,435.52743672690633,1.1,306.4580030573954,1.6,459.93112729545345,1.1,448.7488375913633,1.1,530.4746059429551,0.9,353.4675896693863,1.4,433.08571556986357,1.1
133134,1068425.8394325403,1442.0899152408724,1263.8126998037778,1515.2987228654638,1586.4894868623758,1386.2084838701285,1394.5236387655555,1489.6300485764305,675.0754444755273,597.4355356799866,576.5999755859375,541.6867608716166,2356.888953643447,3204.3715727953395,629.2594203531728,6.227019770381917,188.05146543196923,51.37354410604428,0.0,747.160183480902,1.5060936177711246,4038,1.7699815348613022,1,3146.0208729050264,298.6290986557832,3561.5762507478494,771680.549555837,675611.9735141537,811220.974295594,742190.9347833662,849686.3634562735,745520.0275609727,796412.4975297272,319182.7163460901,2,503652.07296993816,2.0,2019,134_133,43268_43270_43836,0,471.39637996534844,423.51824198680595,1.1,333.6022436123124,1.4,460.5263554940173,1.0,395.917248371626,1.2,496.52828257312007,0.9,399.0331340557224,1.2,446.6662669232169,1.1
186,553946.6617420893,789.3473397305717,684.4080759839298,827.5999050690207,936.9226605589892,814.5884399512624,694.3037840271284,743.270533717625,328.1999985575676,290.4539685942003,288.8666687011719,270.8599853515625,1224.2999996691942,1681.7000009566543,324.8499991390854,3.27095890045166,90.8000030517578,24.77499961853028,0.0,366.6416347923323,0.8419868975807908,2019,0.8849907674306511,1,1519.1266461909242,115.06817913890254,1802.689808381122,437256.323798749,379125.56896062416,458446.20467105403,451238.5470046982,519005.1801271687,384607.2633967283,411732.2309241394,160896.0062924989,1,311747.12305386073,1.0,2019,186,43269_43837_43838_43839_43840,0,562.7746217902227,498.89337113637134,1.1,393.9541073897296,1.4,537.1459364748204,1.0,524.1344713570621,1.1,646.4686919647888,0.9,403.8498154329281,1.4,452.81656512342465,1.2
424363129,2056839.5237503713,3251.994348787322,2938.487832725096,3314.892386029854,3677.496174833999,3221.9063566851587,2924.929037833106,3152.718790536005,1335.9454243304715,1182.299366323699,1156.1510293092153,1083.402573622417,4863.975111319824,6673.416182041329,1299.735979309519,12.842460758984707,363.3866802369412,98.9693393976469,0.0,1465.0887530061386,3.3739681486450013,8076,3.5399630697226043,1,6071.931820096839,397.1419444238907,7207.157596949579,1672449.0753238075,1510766.9000809065,1704908.4780092156,1657554.8359130204,1891749.5691470574,1503574.372521472,1621053.897673348,607953.7837157388,4,1066712.3099761512,4.0,2019,129_43_63_42,43271_43272_43273_43274,0,518.6171782770609,517.5393020779297,1.0,438.9322093145162,1.2,533.3205053806661,1.0,510.29797904868866,1.0,624.1594303334316,0.8,435.4353261224235,1.2,492.5518506715375,1.1
216217,1048741.7179753687,1555.7857110704094,1293.1059571165542,1666.1883461135321,1706.824087279947,1509.1313310068049,1588.8743542213833,1388.2465159736043,697.4000027775764,617.1925636642655,576.5999755859375,541.1714477539062,2347.600000411272,3181.799995392561,631.9599965885282,6.101369857788086,187.1000061035156,50.27999877929688,0.0,735.7784123057871,1.5943786501192085,4038,1.7699815348613022,1,3062.0747267640445,265.7544566918548,3568.9656439345054,815521.727783436,677701.4737028441,873275.6219333162,791191.9708002958,894744.0639886967,832986.0265802527,727701.9373249835,323637.79476944206,2,567261.280745696,2.0,2019,217_216,44451_44452,1,540.8970302438365,469.0229487233448,1.2,337.6080810601622,1.6,524.0926509769903,1.0,445.82395075641966,1.2,544.5633175743161,1.0,485.6755701433567,1.1,385.28470416491194,1.4
135,506211.50570204447,832.1646936734053,683.5026987124278,914.7958339797044,924.8618587925556,759.778266939837,892.6357299896754,776.5788350335135,348.88777713276033,308.76246163189785,288.3125031248762,270.6887232248031,1173.800000317559,1590.674666599814,316.445682392457,3.04533464599285,93.00545144789582,25.14751059445506,0.0,367.061468428538,0.8280370192243207,2019,0.8849907674306511,5,1520.0,16.191207179439083,1790.0311340029734,421251.34257649514,345996.9302666289,463080.1765288237,384608.50050730474,468175.71410577116,451862.47692151717,393113.14137865446,156299.11060695275,1,331666.3087283401,1.0,2019,135,44604_44605_44606_44607_44609_44610,0,655.1931455377834,523.4022320415074,1.3,374.74023708052994,1.7,606.0333723478067,1.1,451.0158053079391,1.5,616.0993971606576,1.1,583.8732683577775,1.1,467.81637340161564,1.4
112144,824286.976504277,1628.6819565917165,1459.576262841114,1773.8957108444108,1681.4279395877652,1486.916768966676,1747.7113579557254,1543.0303244072247,698.400002360344,618.0775540624493,576.6666259765625,541.719970703125,2347.6000010073185,3180.599994808435,634.4399969018996,6.072876930236816,184.1999969482422,50.31999969482422,0.0,725.9500119156789,1.5860373319042442,4038,1.7699815348613022,5,3040.0,71.87350022912437,3584.056912552042,672159.9748117059,609510.2395242816,732698.8443740546,606745.8373823545,684745.6263298208,728513.472852907,649219.3741951601,254736.63914164755,2,446564.3629004181,2.0,2019,144_112,48871_48872_70587_70588,0,541.7583628389415,506.4053510105317,1.1,430.4005892307013,1.3,579.8492744109576,0.9,427.04690025983996,1.3,521.6738823313705,1.0,574.7717084170154,0.9,478.57450899743253,1.1
109139,930136.0187147632,1483.0496144541294,1348.3016864003305,1591.5455595658605,1738.8476806734006,1381.4624729291736,1551.6057086780506,1244.1231758918434,646.7386849856262,572.3577651525216,576.4132280887,543.3252311642696,2430.962748048948,3310.4993068589315,624.5229905432374,6.906970260233991,181.6968820298904,55.86910920377207,0.0,840.6725927283587,1.4854599153957162,4038,1.7699815348613022,5,3040.0,16.912802629551123,3527.776997570114,688326.179850998,623762.5235682274,739142.0543791255,644397.225438897,807105.4972336818,718022.0112112439,577581.0982774294,266368.8473306946,2,885955.7596970827,2.0,2019,109_139,50581_50582,1,952.5012921457147,453.6512123284427,2.1,384.2380781376145,2.5,508.2839472249404,1.9,406.4226849644548,2.3,581.352231311462,1.6,485.57754435166527,2.0,334.587893259697,2.8
194,493773.6721047994,589.3156814202039,522.7311976110359,569.8311476579696,678.4712246802435,576.9673493585697,520.6037459310207,604.3863238385911,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,0.0,359.15157276523,0.7699696293174729,2019,0.8849907674306511,1,1581.0566439515242,153.09202718542335,1797.1727698396571,290988.5680437962,258110.90296814076,281367.6182587678,284891.2867773537,335011.22802780423,257060.42333987413,298430.0544917016,150279.19014025675,1,116169.14640000001,1.0,2019,194,77569_81269,1,235.26800427574045,284.9673562054054,0.8,218.38287239623747,1.1,265.48282244317113,0.9,272.6190241437713,0.9,374.122899465445,0.6,216.2554207162223,1.1,300.03799862379265,0.8
110,1035833.6024911848,750.4222081596577,632.1651151357942,820.0639457347726,865.6737878657069,752.8808790381212,729.4945975346352,655.9489380729987,349.200001180172,309.03877703122464,288.33331298828125,270.8599853515625,1173.8000005036592,1590.2999974042175,317.2199984509498,3.036438465118408,92.0999984741211,25.15999984741211,0.0,362.9817126077801,0.8371484906062086,2019,0.8849907674306511,5,1522.599034376881,34.183402692306416,1788.3867536957284,777312.539267408,654817.8685803644,849449.791183585,779859.3131807871,896693.9982671249,755635.0169621583,679453.9515744213,320112.74972172343,1,560054.6245272518,2.0,2019,110,77646_77695_77696_80718,0,540.6801084462966,441.38343112843296,1.2,323.1263381045696,1.7,511.0251687035479,1.1,443.84210200689665,1.2,556.6350108344823,1.0,420.4558205034106,1.3,346.91016104177396,1.6
213,590187.6449346853,532.7962514145388,407.0067806239089,546.0234435490149,623.8612553477157,577.5642212132732,597.5465915911099,453.68040812025504,335.10677049693174,296.5663979932826,288.2597789300649,270.64234474687936,1177.7557890244188,1595.4164477194035,312.6892962338739,3.115288521261955,94.08038222538366,25.88030874040505,0.0,374.9841991117453,0.6769782606498157,2019,0.8849907674306511,5,1523.3478036852218,33.61473655723477,1777.0612910764762,314449.76485237514,240210.37332887293,322256.2902273202,340871.2675163973,368195.2050596647,352664.61562990537,267756.5716215002,175029.82399841803,1,1211364.4135274775,1.0,2019,213,77666_83567,0,2052.507238882536,236.22985342125622,8.7,110.44038263062636,18.6,249.45704555573238,8.2,280.99782321999055,7.3,327.2948573544331,6.3,300.9801935978273,6.8,157.11401012697243,13.1
8283,986711.2979513047,1622.8417827868057,1367.0578357899867,1791.9310704731956,1970.9496803044597,1592.6101800393894,1480.874836623829,1396.7249489758774,713.8004153346685,631.7067773593467,578.2928303393644,542.1142547665368,2509.2672875471862,3462.065208221345,694.3412794214362,6.4650863544405,166.98400032849912,45.628750484012556,0.0,712.2198965896916,1.736159166726837,4038,1.7699815348613022,1,3103.6147735936356,290.4683007674444,3614.1501977289527,800836.1385180636,674539.9263881014,884168.8787003441,785943.1347807194,972703.9461009668,730664.2829312056,689325.77810862,311658.2794588875,2,596339.6351280996,4.0,2019,83_82,78771_78772_78773_78774_78775,1,604.3709404830688,495.76594498801165,1.2,367.7688171632981,1.6,580.2209830070383,1.0,480.672367192494,1.3,669.9484114701022,0.9,424.6490380137478,1.4,382.75379985399815,1.6
0111,620184.9862179651,1390.8114268622364,1140.6253976934536,1515.943009231577,1727.5921511913598,1479.7888812001793,1238.8755833259097,1209.0695766288145,688.2970177106413,609.1365059239698,576.9933515545858,542.0630325600497,2363.8854026817976,3212.71842721686,636.8074123644426,6.15839361134742,185.05447637014794,51.026563890038304,0.0,726.2765224975415,1.670519089318264,4038,1.7699815348613022,1,3090.7545169465425,313.5363243661793,3577.385552588103,431262.32309393445,353686.2689905914,470055.90993949183,458851.7022523595,535680.3206116431,384160.10161138885,374919.6649773576,188889.98059700354,2,357664.0995901171,1.0,2019,111_0,80717_80879_80880_80881_80926,0,576.705511320481,390.80653012091574,1.5,265.72118328525596,2.2,453.3581682734771,1.3,435.29225578588483,1.3,559.1724206828179,1.0,314.85786556231994,1.8,299.9583809901738,1.9
78,507471.1176464944,850.9881256840816,799.7213593528926,865.2044582076404,910.352167133061,785.0238607544239,796.0863130355857,911.4183987826692,343.900000333786,304.3483252147984,288.79998779296875,271.1000061035156,1201.3999987989664,1644.5999986082315,323.3799996115267,3.1432876586914062,91.16666412353516,24.76666641235352,0.0,360.0186351545751,0.842548598436968,2019,0.8849907674306511,1,1575.1280612128448,141.67216373991138,1795.1776181958933,431851.8952447964,405835.49203658616,439066.27339936094,398376.9359962135,461977.43170692277,403990.8110192457,462518.5134738195,154447.9847505925,1,147975.545759702,1.0,2019,78,86032_86033_86035_86037,0,291.59402498800364,546.6398004692833,0.5,495.3730341380941,0.6,560.8561329928419,0.5,480.67553553962557,0.6,606.0038419182627,0.5,491.73798782078734,0.6,607.0700735678708,0.5
4041,963365.1052552192,1636.073714801567,1448.689941857408,1784.6932626365362,1834.517543330442,1591.2012172909522,1447.8204535181771,1637.2257926720952,718.4000036716461,635.7773705715526,577.7999877929688,541.719970703125,2463.5999934375286,3393.400004297495,669.0599991120398,6.44438362121582,174.26666259765625,47.599998474121094,0.0,721.8062982537449,1.6788180206879741,4038,1.7699815348613022,1,3043.6918210781646,278.46865497532514,3607.772193143232,788008.7614881339,697748.3380189592,859608.3542843015,766399.6035503392,883600.6552709471,697315.0278703017,788552.5986088755,306242.8667597752,2,690620.8532732141,2.0,2019,41_40,19541_19542,0,716.8838164324538,500.08651143818116,1.4,406.39366022652905,1.8,574.4088970068375,1.2,477.65559939879404,1.5,599.3135783740222,1.2,405.94387213861336,1.8,500.6510296232128,1.4
104,477775.98469349823,707.8610762530444,638.3267995752676,738.1303552872898,774.8136499931846,737.0901022650481,697.2914014456785,703.9904264923824,346.1873697028334,306.3726259881101,288.5449222496442,271.28984136582653,1204.8001816026874,1646.3612237736154,330.2500356734638,3.1032169822365554,86.84493293079667,24.21231359487042,0.0,356.3332937332871,0.7664646895358669,2019,0.8849907674306511,1,1531.8697284797308,108.98527043251296,1815.8612036810991,338199.0227329977,304977.21522332274,352660.95732954657,352163.94941751467,370187.35457945726,333149.08594401844,336349.71923219383,146377.48306460213,1,244941.13978883196,1.0,2019,104,42891_64630_64631_64632_64633,0,512.6694259150887,401.48845026493433,1.3,331.9541735871575,1.5,431.75772929917974,1.2,430.71747627693804,1.2,468.44102400507455,1.1,390.9187754575685,1.3,397.6178005042724,1.3
